name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White population,Black population,American Indian population,Asian population,Hispanic or Latino population,High school or higher,Graduate or professional degree,Unemployed,average_price,review_count_binned
Bin 26 Enoteca,42.35679973,-71.06978416,02114,Boston,MA,$$$,3.5,243,"italian,wine_bars",1,Beer & Wine Only,0,"Valet, Street",1,1,0,Classy,Casual,2,10.0,4.0,8.0,18.0,2.0,9.0,6.0,8.0,0.6816561765374991,0.0609691362705695,0.0009099871085159627,0.08826874952604838,0.05937665883066656,0.9840000000000001,0.47,0.035,45,Medium No Reviews
B&G Oysters,42.34388,-71.07123,02116,Boston,MA,$$$,4.0,952,"seafood,wine_bars",1,Beer & Wine Only,1,Street,0,1,0,Casual,Casual,2,17.0,9.0,29.0,21.0,32.0,11.0,9.0,17.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,45,large Number of Reviews
CLINK.,42.362238,-71.070537,02114,Boston,MA,$$$,3.0,367,"newamerican,lounges",1,Full Bar,0,Valet,0,1,0,Trendy,Dressy,2,12.0,4.0,10.0,15.0,18.0,8.0,5.0,8.0,0.6816561765374991,0.0609691362705695,0.0009099871085159627,0.08826874952604838,0.05937665883066656,0.9840000000000001,0.47,0.035,45,Meadium to Large Reviews
Stella,42.339940000000006,-71.0725,02118,Boston,MA,$$$,4.0,761,"italian,wine_bars",1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,10.0,7.0,17.0,17.0,34.0,9.0,9.0,22.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,45,large Number of Reviews
Barcelona Wine Bar South End,42.34493551,-71.07054364,02116,Boston,MA,$$,4.5,862,"spanish,wine_bars,tapasmallplates",1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,20.0,11.0,31.0,18.0,32.0,12.0,7.0,18.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,20,large Number of Reviews
Seasons 52,42.31979123,-71.17530795,02467,Chestnut Hill,MA,$$,3.0,289,"newamerican,wine_bars,seafood",1,Full Bar,0,Valet,1,1,0,Casual,Casual,2,2.0,2.0,5.0,6.0,2.0,2.0,7.0,10.0,0.7350205687712394,0.03854408871400465,0.00040243248077267036,0.14885530316580217,0.05562511178680021,1.0,0.534,0.031,20,Medium No Reviews
MJ O'Connor's Irish Pub,42.35115977,-71.06891883,02116,Boston,MA,$$,3.0,220,"tradamerican,irish_pubs",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,28.0,15.0,43.0,38.0,23.0,23.0,21.0,32.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,20,Medium No Reviews
Brio Tuscan Grille,42.319140000000004,-71.17484,02467,Chestnut Hill,MA,$$,3.0,176,"italian,bars",1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,2.0,2.0,5.0,5.0,2.0,2.0,6.0,10.0,0.7350205687712394,0.03854408871400465,0.00040243248077267036,0.14885530316580217,0.05562511178680021,1.0,0.534,0.031,20,Medium No Reviews
Menotomy Grill & Tavern,42.40164086,-71.13676599,02474,Arlington,MA,$$,3.5,320,"tradamerican,pubs",1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,2.0,1.0,2.0,1.0,10.0,2.0,2.0,7.0,0.7700240146913406,0.02274332532843622,0.0005650515609549371,0.08034326882328012,0.0313956773555587,0.9840000000000001,0.397,0.033,20,Meadium to Large Reviews
Fleming's Prime Steakhouse & Wine Bar - Boston,42.35069677,-71.0680538,02116,Boston,MA,$$$,4.0,622,"wine_bars,steak,seafood",1,Full Bar,0,"Valet, Garage, Street, Validated",1,1,0,Classy,Dressy,2,28.0,16.0,44.0,37.0,25.0,30.0,20.0,37.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,45,large Number of Reviews
Pescatore,42.39927205,-71.11146293,02144,Somerville,MA,$$,4.0,272,"italian,seafood",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,1.0,6.0,1.0,3.0,10.0,3.0,1.0,5.0,0.7805123660678321,0.04628212358011762,0.00112784983485056,0.062353983726738095,0.045557077257713685,0.96,0.36200000000000004,0.035,20,Medium No Reviews
Noor Mediterranean Grill,42.400549,-71.11754499999999,02144,Somerville,MA,$$,4.5,193,"mediterranean,mideastern,salad",1,No,1,Street,1,0,0,Casual,Casual,2,2.0,6.0,2.0,3.0,21.0,4.0,2.0,7.0,0.7805123660678321,0.04628212358011762,0.00112784983485056,0.062353983726738095,0.045557077257713685,0.96,0.36200000000000004,0.035,20,Medium No Reviews
Sound Bites,42.39976501,-71.11243439,02144,Somerville,MA,$$,3.5,966,"breakfast_brunch,mideastern,mediterranean",1,Full Bar,1,Street,1,0,0,Casual,Casual,2,3.0,6.0,2.0,3.0,15.0,4.0,1.0,5.0,0.7805123660678321,0.04628212358011762,0.00112784983485056,0.062353983726738095,0.045557077257713685,0.96,0.36200000000000004,0.035,20,large Number of Reviews
The Gallows,42.341389899999996,-71.07019,02118,Boston,MA,$$,4.0,796,"burgers,bars,tradamerican",1,Full Bar,0,"Valet, Street",1,1,0,Trendy,Casual,2,15.0,9.0,23.0,19.0,35.0,10.0,8.0,19.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,20,large Number of Reviews
Sabur,42.402117499999996,-71.1268009,02144,Somerville,MA,$$,4.0,231,mediterranean,1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,6.0,1.0,3.0,6.0,17.0,2.0,2.0,12.0,0.7805123660678321,0.04628212358011762,0.00112784983485056,0.062353983726738095,0.045557077257713685,0.96,0.36200000000000004,0.035,20,Medium No Reviews
Tavern at the End of the World,42.38218,-71.07938,02129,Charlestown,MA,$$,4.0,198,"pubs,newamerican",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,2.0,6.0,2.0,19.0,10.0,2.0,3.0,6.0,0.670650301464255,0.04112833763996555,0.0009689922480620155,0.07181309216192937,0.08564814814814815,0.9259999999999999,0.293,0.031,20,Medium No Reviews
Coppa Enoteca,42.34346,-71.06873,02118,Boston,MA,$$$,4.0,777,"italian,tapasmallplates",1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,17.0,9.0,27.0,16.0,31.0,10.0,8.0,19.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,45,large Number of Reviews
Ostra,42.35109512,-71.06709123,02116,Boston,MA,$$$$,4.5,361,seafood,1,Full Bar,0,Street,0,1,0,Upscale,Dressy,2,29.0,13.0,39.0,40.0,23.0,31.0,19.0,42.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,60,Meadium to Large Reviews
The Capital Grille,42.31921052,-71.17767522,02467,Chestnut Hill,MA,$$$$,4.0,259,"steak,seafood,wine_bars",1,Full Bar,0,"Valet, Private Lot",0,1,0,Classy,Dressy,2,4.0,2.0,4.0,8.0,3.0,2.0,6.0,1.0,0.7350205687712394,0.03854408871400465,0.00040243248077267036,0.14885530316580217,0.05562511178680021,1.0,0.534,0.031,60,Medium No Reviews
Fat Hen Broadway East,42.38776512,-71.08415312,02145,Somerville,MA,$$$,4.0,61,"italian,wine_bars",1,Full Bar,0,Street,0,1,0,Casual,Dressy,2,9.0,2.0,2.0,8.0,23.0,4.0,5.0,9.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,45,Small No Reviews
Vinny's Ristorante,42.386805700000004,-71.081687,02145,Somerville,MA,$$,4.0,308,"italian,sandwiches,wine_bars",1,Full Bar,1,"Street, Private Lot",1,1,0,Casual,Casual,2,3.0,1.0,4.0,6.0,17.0,2.0,4.0,10.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,Meadium to Large Reviews
Gaslight,42.34096779,-71.06739019,02118,Boston,MA,$$,4.0,1839,"french,newamerican,cocktailbars",1,Full Bar,1,"Street, Private Lot",1,1,0,Casual,Casual,2,12.0,5.0,19.0,14.0,23.0,7.0,7.0,15.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,20,Very Popular Resturant
Myers & Chang,42.34381873,-71.06625027,02118,Boston,MA,$$,4.0,1473,"asianfusion,taiwanese,cocktailbars",1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,18.0,9.0,23.0,15.0,24.0,10.0,8.0,15.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,20,Very Popular Resturant
Genki Ya - Boston,42.35123819,-71.06469771,02116,Boston,MA,$$,3.5,426,"sushi,japanese,bars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,27.0,11.0,42.0,37.0,22.0,35.0,7.0,43.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,20,Meadium to Large Reviews
Montien Thai Restaurant,42.35120383,-71.06438564,02116,Boston,MA,$$,3.5,417,"thai,seafood,cocktailbars",1,Full Bar,0,Street,1,1,0,Casual,Casual,2,25.0,9.0,44.0,40.0,21.0,35.0,7.0,44.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,20,Meadium to Large Reviews
Explorateur,42.35250415,-71.0645898,02116,Boston,MA,$$,3.0,210,"french,bars,newamerican",1,Full Bar,0,"Garage, Street",1,1,0,"Casual, Trendy, Classy",Casual,2,34.0,14.0,45.0,43.0,18.0,43.0,10.0,38.0,0.6282089744139202,0.05292932756182231,0.0010285861226588951,0.1326018943127759,0.04864355205074358,0.9490000000000001,0.441,0.040999999999999995,20,Medium No Reviews
Cinquecento,42.34191,-71.06591999999999,02118,Boston,MA,$$$,4.0,475,"italian,seafood,bars",1,Full Bar,1,"Street, Private Lot",0,1,0,Trendy,Casual,2,13.0,5.0,14.0,14.0,20.0,6.0,7.0,9.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,45,Meadium to Large Reviews
Artisan Bistro,42.35304558,-71.06353349999999,02111,Boston,MA,$$$,3.0,93,newamerican,1,Full Bar,0,"Valet, Garage",1,1,0,Classy,Dressy,2,38.0,18.0,47.0,49.0,20.0,54.0,9.0,39.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,45,Small No Reviews
Blu Restaurant & Bar,42.353012,-71.06335899999999,02111,Boston,MA,$$$,3.5,226,"newamerican,seafood",1,Full Bar,1,"Garage, Validated",1,1,0,Trendy,Dressy,2,39.0,19.0,48.0,49.0,20.0,57.0,11.0,42.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,45,Medium No Reviews
Grotto,42.35986076,-71.06328974,02114,Boston,MA,$$$,4.0,751,italian,1,Beer & Wine Only,0,Street,1,1,0,"Intimate, Romantic",Casual,2,55.0,27.0,31.0,22.0,12.0,40.0,16.0,40.0,0.6816561765374991,0.0609691362705695,0.0009099871085159627,0.08826874952604838,0.05937665883066656,0.9840000000000001,0.47,0.035,45,large Number of Reviews
No. 9 Park,42.35762024,-71.06278992,02108,Boston,MA,$$$$,4.0,605,"french,italian",1,Full Bar,0,Valet,0,1,0,"Classy, Upscale",Dressy,2,59.0,37.0,38.0,25.0,17.0,51.0,17.0,49.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,60,large Number of Reviews
Scollay Square,42.358123799999994,-71.0625665,02108,Boston,MA,$$,3.5,526,"seafood,tradamerican,cocktailbars",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60.0,38.0,38.0,25.0,17.0,53.0,17.0,45.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,Meadium to Large Reviews
Black Seed Cafe & Grill,42.35595906,-71.06231859,02111,Boston,MA,$,3.5,221,"mideastern,halal,falafel",1,No,0,Street,1,0,0,Casual,Casual,2,60.0,45.0,43.0,42.0,19.0,59.0,18.0,54.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,10,Medium No Reviews
Pita,42.33975,-71.06499000000001,02118,Boston,MA,$,4.0,205,"mediterranean,mideastern,moroccan",1,No,0,Street,1,0,0,Casual,Casual,2,10.0,4.0,10.0,8.0,14.0,3.0,6.0,9.0,0.43296507483962937,0.18100498930862438,0.001781895937277263,0.12872416250890947,0.17647897362794013,0.8490000000000001,0.32,0.047,10,Medium No Reviews
49 Social,42.35487,-71.06184,02111,Boston,MA,$$$,3.5,208,newamerican,1,Full Bar,0,"Street, Validated",1,1,0,"Trendy, Intimate",Casual,2,60.0,52.0,48.0,58.0,21.0,60.0,22.0,53.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,45,Medium No Reviews
Mooo Restaurant,42.35830149,-71.06198115,02108,Boston,MA,$$$$,4.0,777,"steak,wine_bars,breakfast_brunch",1,Full Bar,0,"Valet, Street",1,1,0,Upscale,Dressy,2,60.0,49.0,39.0,26.0,22.0,55.0,20.0,48.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,60,large Number of Reviews
Carrie Nation Restaurant & Cocktail Club,42.35846,-71.06177199999999,02108,Boston,MA,$$,3.5,292,"tradamerican,cocktailbars,salad",1,Full Bar,0,Valet,1,1,0,"Trendy, Classy",Dressy,2,60.0,50.0,41.0,27.0,22.0,55.0,20.0,48.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,Medium No Reviews
Silvertone,42.3571471,-71.0608731,02108,Boston,MA,$$,4.0,819,"tradamerican,cocktailbars,sandwiches",1,Full Bar,0,Street,1,0,0,Casual,Casual,3,60.0,60.0,44.0,39.0,26.0,60.0,23.0,53.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,large Number of Reviews
Bubor Cha Cha,42.351277,-71.0608755,02111,Boston,MA,$$,3.0,307,"dimsum,seafood,cantonese",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,46.0,25.0,42.0,47.0,23.0,60.0,16.0,39.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,20,Meadium to Large Reviews
Beantown Pub,42.35745148,-71.06091175,02108,Boston,MA,$$,3.0,568,"pubs,tradamerican,breakfast_brunch",1,Full Bar,0,Street,1,0,0,Casual,Casual,2,60.0,60.0,44.0,36.0,27.0,60.0,23.0,53.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,Meadium to Large Reviews
China Pearl Restaurant,42.35113,-71.06076999999999,02111,Boston,MA,$$,3.0,501,"dimsum,seafood,cantonese",1,Full Bar,0,Street,1,1,0,Casual,Casual,3,42.0,22.0,43.0,47.0,22.0,60.0,15.0,38.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,20,Meadium to Large Reviews
99 Restaurants,42.394009999999994,-71.08388000000001,02145,Somerville,MA,$$,3.0,76,"tradamerican,pubs",1,Full Bar,0,Private Lot,1,0,0,Casual,Casual,2,12.0,2.0,8.0,6.0,11.0,7.0,7.0,3.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,Small No Reviews
Shabu-Zen,42.35081749,-71.06061666,02111,Boston,MA,$$,4.0,829,"hotpot,diyfood,fondue",1,Beer & Wine Only,0,Street,0,1,0,Casual,Casual,2,39.0,19.0,40.0,45.0,21.0,54.0,14.0,37.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,20,large Number of Reviews
Jade Garden,42.3507521,-71.06061356,02111,Boston,MA,$$,3.5,189,"chinese,seafood,chicken_wings",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,37.0,17.0,39.0,45.0,21.0,53.0,14.0,37.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,20,Medium No Reviews
Marliave,42.35701407,-71.06030625,02108,Boston,MA,$$$,4.0,1165,"french,italian,cocktailbars",1,Full Bar,1,Street,0,1,0,Classy,Casual,2,60.0,60.0,49.0,44.0,26.0,60.0,22.0,52.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,45,Very Popular Resturant
New Jumbo Seafood Restaurant,42.35095,-71.06019,02111,Boston,MA,$$,3.5,315,"seafood,chinese",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,41.0,22.0,40.0,46.0,23.0,58.0,15.0,35.0,0.4040667361835245,0.03375912408759124,0.0003910323253388947,0.46493743482794575,0.03949426485922836,0.802,0.254,0.04,20,Meadium to Large Reviews
Il Casale,42.39742889,-71.17565621,02478,Belmont,MA,$$$,3.5,271,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,9.0,5.0,3.0,5.0,6.0,4.0,3.0,4.0,0.7750250829667361,0.016902060662190323,0.0006946052326927529,0.10469244423863548,0.02890329551593733,0.992,0.469,0.032,45,Medium No Reviews
Ruth's Chris Steak House,42.358140999999996,-71.059337,02108,Boston,MA,$$$$,4.0,736,steak,1,Full Bar,0,Street,0,1,0,"Classy, Upscale",Dressy,2,60.0,60.0,60.0,38.0,26.0,60.0,23.0,52.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,60,large Number of Reviews
Tangierino,42.373790899999996,-71.06264345,02129,Charlestown,MA,$$$,3.5,554,"moroccan,french,lounges",1,Full Bar,0,"Valet, Street",1,1,0,Romantic,Casual,2,8.0,4.0,9.0,7.0,13.0,6.0,3.0,12.0,0.670650301464255,0.04112833763996555,0.0009689922480620155,0.07181309216192937,0.08564814814814815,0.9259999999999999,0.293,0.031,45,Meadium to Large Reviews
Figs by Todd English,42.3736834,-71.062382,02129,Charlestown,MA,$$,3.5,353,"pizza,italian,tradamerican",1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,8.0,4.0,9.0,4.0,13.0,6.0,3.0,10.0,0.670650301464255,0.04112833763996555,0.0009689922480620155,0.07181309216192937,0.08564814814814815,0.9259999999999999,0.293,0.031,20,Meadium to Large Reviews
Outback Steakhouse,42.39539677,-71.08076892,02145,Somerville,MA,$$,2.5,190,steak,1,Full Bar,1,"Garage, Street",1,1,0,Casual,Casual,2,3.0,1.0,9.0,3.0,5.0,6.0,6.0,1.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,Medium No Reviews
The Bell In Hand,42.36157608,-71.05706787,02108,Boston,MA,$$,3.5,751,"lounges,pubs,musicvenues",1,Full Bar,0,"Garage, Street, Validated",1,0,0,Casual,Casual,2,60.0,39.0,60.0,33.0,22.0,52.0,17.0,39.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,large Number of Reviews
Southern Kin Cookhouse,33.655179,-117.99805800000001,02145,Somerville,MA,$$,4.0,738,"southern,cocktailbars",1,Full Bar,1,"Garage, Street",1,1,0,"Casual, Trendy",Casual,2,5.0,6.0,29.0,11.0,13.0,8.0,4.0,3.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,large Number of Reviews
Union Oyster House,42.361259999999994,-71.05688,02108,Boston,MA,$$,3.5,2321,"seafood,bars",1,Full Bar,0,"Garage, Street",0,1,0,Touristy,Casual,2,60.0,41.0,60.0,32.0,23.0,55.0,17.0,39.0,0.8251765278792306,0.02337472607742878,0.0012174336498660824,0.03384465546627709,0.033114195276357436,1.016,0.44,0.042,20,Very Popular Resturant
Boloco,42.354311700000004,-71.05637779999999,02110,Boston,MA,$,4.0,114,newamerican,1,No,1,Street,1,0,0,Casual,Casual,2,60.0,60.0,59.0,52.0,29.0,60.0,26.0,36.0,0.6968430826369545,0.018570102135561744,0.0009285051067780873,0.04317548746518106,0.032497678737233054,1.016,0.48700000000000004,0.019,10,Small No Reviews
Papagayo,42.39597882,-71.08092003,02145,Somerville,MA,$$,2.5,332,"mexican,bars",1,Full Bar,0,"Garage, Street",1,1,0,Casual,Casual,3,1.0,1.0,9.0,2.0,5.0,6.0,4.0,1.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,Meadium to Large Reviews
Top Mix Bar & Kitchen,42.32374,-71.06808000000001,02119,Boston,MA,$$,4.5,37,"cocktailbars,newamerican",1,Full Bar,1,Street,1,1,0,Casual,Casual,2,9.0,3.0,5.0,7.0,16.0,4.0,2.0,2.0,0.06356321416761583,0.5023698423779256,0.004225300363743249,0.012528934122056069,0.27416688099349673,0.763,0.071,0.09300000000000001,20,Small No Reviews
Earls Kitchen + Bar,42.395802,-71.080043,02145,Somerville,MA,$$,3.0,860,"newamerican,cocktailbars",1,Full Bar,1,"Garage, Street",1,1,0,"Casual, Trendy",Casual,2,2.0,1.0,9.0,2.0,5.0,6.0,6.0,1.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,large Number of Reviews
River Bar,42.39568215,-71.07943309999999,02145,Somerville,MA,$$,3.0,227,"cocktailbars,gastropubs,newamerican",1,Full Bar,1,"Garage, Street",1,0,0,Casual,Casual,2,2.0,1.0,9.0,2.0,4.0,6.0,6.0,1.0,0.523712043671102,0.09484817468440805,0.0012130861670268016,0.08305849349861633,0.18564009249782024,0.847,0.152,0.054000000000000006,20,Medium No Reviews
Anthem Kitchen and Bar,42.35976302,-71.05561229,02109,Boston,MA,$$,3.5,430,"newamerican,bars",1,Full Bar,1,"Garage, Street, Validated",1,1,0,Casual,Casual,2,60.0,60.0,60.0,35.0,23.0,60.0,22.0,36.0,0.7843811394891945,0.027996070726915522,0.0014734774066797642,0.0550098231827112,0.04199410609037328,0.9490000000000001,0.38,0.031,20,Meadium to Large Reviews
McCormick & Schmick's Seafood & Steaks,42.3604507,-71.05570340000001,02109,Boston,MA,$$,2.5,359,"seafood,tradamerican,steak",1,Full Bar,1,Street,1,1,0,Touristy,Casual,2,60.0,52.0,60.0,35.0,23.0,60.0,16.0,35.0,0.7843811394891945,0.027996070726915522,0.0014734774066797642,0.0550098231827112,0.04199410609037328,0.9490000000000001,0.38,0.031,20,Meadium to Large Reviews
Neptune Oyster,42.36327118,-71.05605759999999,02113,Boston,MA,$$$,4.5,4389,"seafood,bars",1,Beer & Wine Only,0,Street,0,0,0,Casual,Casual,2,54.0,23.0,60.0,30.0,15.0,42.0,15.0,19.0,0.835043409629045,0.006051039200210471,0.0014469876348329387,0.022625624835569586,0.03314917127071823,0.976,0.239,0.015,45,Very Popular Resturant
