,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
28,10033,60204,12377,1954,48,1117,5,207,451,37767,72.4%,,15.5%,10.5%,41.6 minutes,42.8%,37.7%,5.5%,4.0%,10.0%
29,10034,44581,6945,2436,48,817,5,156,405,28096,74.2%,,14.8%,9.3%,43.7 minutes,42.9%,34.8%,5.9%,4.0%,12.4%
30,10036,26359,13487,2075,47,4195,16,98,587,4206,97.5%,,31.4%,4.4%,27.2 minutes,63.8%,23.3%,2.3%,2.6%,8.0%
31,10038,22619,9253,1327,25,6037,8,58,464,3128,85.5%,,25.8%,4.6%,26.6 minutes,49.6%,35.3%,0.7%,6.7%,7.6%
32,10040,45678,8131,1968,44,1037,6,145,420,30154,70.6%,,13.9%,7.9%,42.5 minutes,43.6%,35.1%,4.0%,5.9%,11.5%
33,10128,63909,44976,2500,37,5760,15,149,1186,5830,99.7%,,41.6%,3.4%,34.8 minutes,40.8%,44.2%,1.2%,5.1%,8.7%
34,10280,9986,5016,215,4,1750,5,17,229,617,102.4%,,46.0%,3.2%,31.8 minutes,35.3%,52.5%,1.6%,1.3%,9.3%
35,10282,5715,3463,105,2,644,2,28,151,388,101.2%,,44.9%,0.4%,23.8 minutes,26.4%,61.7%,1.1%,4.4%,6.4%
36,10301,40085,17435,8624,91,2604,27,126,932,9867,86.1%,,16.7%,5.1%,46.0 minutes,42.7%,41.7%,2.2%,5.3%,8.1%
37,10302,18012,6385,3514,49,773,7,84,384,7892,85.3%,,7.0%,5.1%,41.6 minutes,41.5%,44.1%,2.6%,5.5%,6.3%
38,10304,42657,15902,11193,96,3980,0,133,683,10206,83.5%,,14.3%,5.1%,44.4 minutes,40.1%,44.2%,2.4%,7.5%,5.7%
39,10305,42128,27751,1516,67,4473,27,114,608,7193,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
40,10306,55820,44900,970,74,2514,5,63,581,6802,90.8%,,12.9%,4.5%,43.9 minutes,29.9%,54.8%,1.4%,7.4%,6.4%
41,10308,30782,23952,105,17,783,7,35,232,2226,92.5%,,12.3%,6.4%,46.3 minutes,30.7%,54.8%,1.6%,6.3%,6.6%
42,10310,24597,10444,5110,58,1362,1,54,459,7474,87.1%,,13.7%,6.6%,38.4 minutes,38.1%,46.3%,2.5%,5.1%,8.0%
43,10312,61825,50214,495,50,3192,19,57,490,4787,93.4%,,13.2%,4.3%,47.4 minutes,29.6%,57.2%,0.8%,6.0%,6.3%
44,10314,89855,58090,3201,111,11412,34,190,1363,11109,90.8%,,14.0%,4.4%,41.9 minutes,31.0%,54.2%,1.6%,6.8%,6.4%
45,10451,48981,921,16227,100,653,5,170,489,27148,68.8%,,6.9%,9.8%,41.5 minutes,50.5%,28.2%,5.3%,5.9%,10.1%
46,10452,76367,1001,20945,153,952,15,329,648,51328,64.2%,,3.0%,9.5%,41.5 minutes,49.1%,32.6%,5.7%,4.1%,8.5%
47,10454,39496,692,8629,71,165,3,97,238,27442,56.5%,,2.3%,10.4%,43.0 minutes,56.9%,26.9%,5.7%,4.0%,6.5%
48,10458,82869,8350,15770,185,3065,42,568,832,50680,68.3%,,4.2%,11.3%,41.9 minutes,51.6%,30.7%,5.5%,3.5%,8.7%
49,10461,50975,21602,3150,100,5253,11,390,612,19384,80.9%,,10.8%,7.4%,40.1 minutes,37.9%,43.2%,3.0%,6.8%,9.1%
50,10462,79854,11415,18417,223,8101,33,732,1497,35366,78.9%,,9.1%,10.3%,47.3 minutes,41.7%,39.6%,4.1%,5.2%,9.4%
51,10463,72684,24161,8116,92,2873,21,250,891,31566,82.0%,,18.7%,7.0%,44.8 minutes,40.5%,39.0%,3.0%,6.9%,10.5%
52,10464,4361,3400,141,11,140,1,16,51,774,94.0%,,18.0%,8.2%,36.9 minutes,36.9%,43.9%,1.7%,10.1%,7.4%
53,10465,45594,21559,3123,77,1246,15,203,391,15616,83.2%,,10.1%,6.6%,41.0 minutes,37.0%,43.8%,2.4%,7.8%,8.9%
54,10466,72672,2001,46347,287,1508,30,928,1185,15527,79.5%,,6.3%,9.0%,47.1 minutes,45.8%,35.0%,4.4%,5.8%,8.9%
55,10467,104523,9855,32296,287,6098,18,517,1328,46661,72.1%,,6.3%,12.4%,45.4 minutes,46.1%,35.6%,4.9%,4.6%,8.7%
56,10468,76620,3708,14507,154,3357,8,393,716,53260,67.8%,,4.7%,10.7%,45.1 minutes,46.7%,35.0%,5.8%,3.8%,8.8%
57,10469,72691,8730,36743,208,2681,21,410,986,16852,80.4%,,9.8%,9.5%,45.6 minutes,42.4%,38.5%,3.6%,7.0%,8.5%
58,10470,14783,6493,5097,59,544,4,229,306,2561,83.9%,,13.3%,7.3%,45.5 minutes,40.2%,39.9%,3.0%,7.9%,9.0%
59,10472,69961,1476,15574,246,3931,34,1216,994,42887,60.5%,,2.7%,10.3%,44.8 minutes,48.2%,33.9%,5.2%,4.3%,8.4%
60,10474,12976,160,3227,29,67,0,34,80,8684,61.6%,,2.4%,8.4%,44.6 minutes,54.8%,28.6%,4.3%,3.7%,8.5%
61,10475,45390,3885,24005,94,492,8,118,659,11670,86.0%,,10.6%,7.2%,51.0 minutes,42.0%,33.5%,4.3%,9.3%,10.9%
62,10504,8016,7109,46,1,388,0,16,87,340,101.5%,,45.2%,3.7%,35.5 minutes,23.2%,68.2%,1.0%,2.3%,5.2%
63,10506,6048,5160,83,4,182,0,4,52,305,99.3%,,37.6%,2.7%,42.6 minutes,19.8%,71.7%,0.4%,3.8%,4.2%
64,10510,10572,8269,272,4,711,3,11,131,587,99.1%,,44.1%,3.7%,39.4 minutes,24.7%,65.0%,0.4%,5.2%,4.7%
65,10514,12869,10193,145,1,971,1,30,187,418,101.9%,,50.0%,1.7%,46.7 minutes,23.2%,70.1%,0.2%,2.5%,4.0%
66,10523,9187,2302,1881,8,746,0,23,158,2326,83.6%,,18.4%,4.9%,26.3 minutes,38.3%,46.0%,2.1%,4.5%,9.1%
67,10536,10929,9603,112,5,256,1,16,109,637,98.0%,,34.3%,2.3%,40.3 minutes,25.4%,63.2%,1.1%,4.4%,5.9%
68,10541,26749,22760,355,15,437,1,43,256,2472,95.6%,,17.3%,4.4%,38.1 minutes,28.4%,60.6%,0.9%,3.8%,6.3%
69,10560,5000,4238,40,8,73,1,9,35,333,97.0%,,20.9%,2.8%,37.5 minutes,23.9%,61.6%,1.8%,5.3%,7.3%
70,10570,13151,10297,399,3,671,1,35,155,1119,98.5%,,35.2%,3.2%,31.5 minutes,34.1%,55.2%,0.5%,3.9%,6.3%
71,10577,6601,4693,387,9,549,5,19,148,742,96.9%,,40.1%,10.4%,21.5 minutes,73.6%,24.4%,0.4%,0.7%,1.0%
72,10598,29911,24223,613,23,1316,5,42,307,2118,96.1%,,25.4%,3.8%,35.8 minutes,26.1%,59.4%,1.1%,6.3%,7.1%
73,10601,11684,4710,2268,5,1091,0,40,223,3039,89.6%,,25.7%,5.4%,31.4 minutes,41.1%,40.0%,2.6%,7.8%,8.6%
74,10606,18574,5487,2362,12,921,3,88,199,7427,79.4%,,17.1%,7.0%,25.6 minutes,32.3%,51.2%,3.3%,5.7%,7.6%
75,10607,6903,2360,1818,5,710,0,61,164,1706,85.7%,,25.0%,3.6%,28.6 minutes,32.2%,56.4%,1.0%,3.8%,6.6%
76,10701,59685,16042,16335,166,2249,10,248,1033,27310,78.5%,,11.3%,6.7%,34.5 minutes,43.4%,38.1%,3.9%,5.8%,8.8%
77,10704,32585,19634,2161,38,1653,7,103,366,6203,89.8%,,11.8%,5.4%,35.8 minutes,34.9%,48.0%,2.8%,6.0%,8.2%
78,10707,10400,7532,707,12,682,1,16,143,1004,96.1%,,27.6%,5.1%,34.7 minutes,32.2%,48.0%,2.0%,6.2%,11.7%
79,10708,22956,16951,916,10,940,1,58,296,2053,96.9%,,35.0%,6.0%,35.6 minutes,32.6%,51.4%,1.4%,6.8%,7.9%
80,10710,27997,13738,2851,54,3314,6,91,438,4628,91.7%,,17.3%,5.1%,33.4 minutes,32.3%,51.6%,2.2%,6.2%,7.7%
81,10801,42758,13551,9828,75,1646,5,123,623,14976,77.3%,,14.8%,6.6%,30.2 minutes,42.9%,42.7%,2.0%,5.1%,7.3%
82,10803,12740,9496,729,5,642,1,61,258,1243,96.3%,,35.5%,3.5%,34.8 minutes,29.5%,58.4%,1.3%,4.6%,6.2%
83,11001,28046,17678,1537,52,3897,6,182,502,3029,93.9%,,21.4%,4.4%,36.7 minutes,29.7%,57.4%,1.3%,5.6%,6.0%
84,11003,46132,8757,18077,127,4431,8,506,891,8559,87.7%,,10.1%,6.8%,41.0 minutes,39.8%,44.4%,2.4%,5.7%,7.6%
85,11010,24890,19192,284,26,1368,3,54,210,2684,89.8%,,10.7%,5.3%,34.7 minutes,29.9%,55.7%,0.9%,7.5%,6.0%
86,11040,41974,22504,550,78,13053,4,171,794,3628,92.6%,,20.5%,3.7%,36.7 minutes,28.4%,59.1%,1.2%,7.5%,3.8%
87,11101,26885,7171,4711,55,4046,13,208,492,8788,83.9%,,18.3%,7.2%,35.0 minutes,45.5%,37.9%,4.0%,4.0%,8.7%
88,11102,34234,14596,2903,71,5178,20,318,701,10346,83.2%,,15.0%,5.5%,39.0 minutes,47.9%,39.7%,2.4%,3.8%,6.3%
89,11103,39418,21747,596,62,5473,14,514,792,9582,86.6%,,18.2%,5.2%,39.1 minutes,49.4%,37.8%,2.0%,4.0%,6.7%
90,11104,26476,10940,414,56,7050,9,158,594,8011,86.9%,,13.9%,4.7%,39.4 minutes,42.0%,44.4%,2.4%,3.9%,7.4%
91,11105,37831,23674,659,39,4065,19,264,758,7210,86.6%,,16.4%,4.9%,39.6 minutes,44.8%,41.0%,2.1%,4.4%,7.7%
92,11106,39974,15840,2959,79,7393,15,483,916,11190,86.9%,,17.6%,6.6%,37.9 minutes,45.5%,38.5%,2.8%,5.4%,7.9%
93,11201,60922,30960,7131,85,4965,20,188,1414,6365,95.1%,,37.7%,4.6%,33.1 minutes,45.2%,43.1%,1.5%,4.0%,6.2%
94,11203,77008,2008,67236,180,938,25,326,1203,4258,86.0%,,7.5%,7.6%,45.7 minutes,44.6%,35.2%,4.7%,6.2%,9.3%
95,11204,80469,48281,428,41,20485,24,132,746,7997,74.0%,,8.5%,6.5%,41.9 minutes,30.7%,56.8%,1.6%,5.6%,5.3%
96,11205,45460,15689,12811,77,2028,33,156,1007,8565,82.2%,,19.1%,8.3%,36.8 minutes,52.1%,35.2%,2.5%,3.6%,6.6%
97,11206,87726,21250,19571,164,4422,20,179,953,35118,71.1%,,6.0%,9.6%,38.0 minutes,53.2%,31.2%,4.1%,4.7%,6.9%
98,11208,97087,1973,39761,453,7772,48,2069,1748,40645,77.7%,,3.9%,7.6%,44.1 minutes,50.3%,35.1%,3.5%,4.5%,6.6%
99,11209,68794,47714,1173,74,7889,19,243,1419,10322,89.1%,,21.1%,5.6%,44.2 minutes,35.3%,48.3%,1.7%,6.2%,8.5%
100,11211,101397,58603,3050,104,3408,34,318,1086,23514,84.2%,,16.0%,4.5%,32.1 minutes,48.3%,41.2%,2.2%,3.7%,4.7%
101,11213,66372,11267,44122,152,542,12,216,949,6507,82.1%,,10.3%,6.9%,42.4 minutes,50.0%,32.2%,4.7%,4.9%,8.1%
102,11214,93043,46107,779,65,28562,16,204,1074,11823,75.6%,,9.7%,6.0%,49.5 minutes,32.9%,52.3%,1.9%,6.3%,6.6%
103,11215,70968,42730,3239,62,3948,16,302,1848,11343,94.9%,,39.5%,3.7%,39.5 minutes,41.9%,47.8%,1.7%,3.3%,5.3%
104,11216,56616,5625,39581,124,1601,12,234,1243,5896,85.2%,,17.3%,8.1%,42.3 minutes,56.9%,26.8%,3.7%,4.8%,7.8%
105,11217,39224,17961,7250,76,2143,9,136,1114,7192,90.7%,,33.7%,4.9%,36.5 minutes,47.9%,40.1%,1.8%,3.6%,6.6%
106,11218,75904,37192,6569,150,13951,11,534,1685,15128,82.5%,,20.2%,4.8%,40.8 minutes,37.2%,50.2%,2.5%,4.3%,5.7%
107,11219,97668,58646,742,45,20896,6,217,799,10870,66.8%,,6.5%,5.0%,39.0 minutes,30.1%,58.7%,1.3%,5.5%,4.4%
108,11220,102454,14645,1624,144,41165,13,222,1132,40653,51.5%,,6.5%,6.8%,44.9 minutes,37.3%,50.5%,2.7%,3.8%,5.7%
109,11221,85239,3721,40934,206,1567,22,260,1019,31166,73.9%,,8.6%,12.0%,44.1 minutes,57.9%,27.7%,3.6%,4.4%,6.5%
110,11222,36207,27946,635,50,1785,11,169,636,5702,92.2%,,21.5%,4.1%,37.6 minutes,52.2%,36.6%,1.5%,4.8%,4.9%
111,11223,80873,47821,2834,73,16561,9,132,1019,10282,78.8%,,11.6%,7.3%,45.3 minutes,32.8%,51.9%,1.6%,6.4%,7.3%
112,11224,44067,24791,10604,84,2821,5,80,560,8676,81.3%,,14.2%,11.1%,47.2 minutes,35.7%,39.7%,4.0%,10.1%,10.4%
113,11225,61188,8126,40562,131,817,15,213,1120,5845,85.0%,,14.8%,9.6%,43.1 minutes,51.2%,32.8%,3.4%,4.7%,7.8%
114,11226,103247,6005,72591,282,2930,31,483,1841,17409,81.3%,,8.9%,7.3%,45.3 minutes,49.8%,33.9%,4.1%,4.6%,7.5%
115,11228,46826,26390,201,25,10182,9,63,446,4472,79.8%,,12.2%,6.5%,44.2 minutes,30.3%,56.2%,1.5%,7.0%,5.1%
116,11229,84103,53799,3937,51,14532,9,185,1054,6451,85.3%,,15.3%,6.4%,45.4 minutes,31.0%,53.1%,1.9%,7.0%,7.0%
117,11230,90208,58372,6669,133,11137,9,291,1200,8597,83.4%,,17.6%,6.3%,39.9 minutes,31.7%,52.3%,2.4%,6.9%,6.7%
118,11231,36822,19615,4254,58,1383,12,108,801,7105,88.2%,,29.6%,6.8%,37.7 minutes,41.3%,45.5%,2.9%,4.0%,6.3%
119,11232,29808,5504,1334,45,4512,17,104,410,16339,63.9%,,11.9%,6.4%,41.9 minutes,43.0%,43.6%,3.3%,3.2%,7.0%
120,11233,73194,1334,53898,253,550,3,194,1086,9735,76.3%,,7.1%,7.7%,44.6 minutes,54.3%,27.4%,4.5%,5.8%,8.1%
121,11234,96916,38632,35557,162,4072,18,372,1374,7570,89.5%,,13.9%,7.3%,46.4 minutes,36.6%,46.9%,2.7%,6.3%,7.4%
122,11235,79359,58274,1492,82,10097,11,241,1035,7900,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
123,11236,101484,5066,77175,200,2319,8,355,1396,7358,85.7%,,9.2%,6.6%,50.4 minutes,45.3%,38.2%,3.7%,5.0%,7.9%
124,11237,54447,5768,3581,75,3354,9,360,497,36252,59.8%,,6.0%,9.6%,39.2 minutes,58.5%,30.9%,3.1%,2.3%,5.2%
125,11238,54766,16670,22210,85,2660,22,243,1689,5683,92.7%,,27.9%,5.4%,40.4 minutes,53.8%,32.3%,2.7%,4.3%,6.8%
126,11239,12646,3294,7068,29,389,2,37,184,2390,75.3%,,8.0%,7.9%,53.3 minutes,39.3%,30.4%,4.1%,13.6%,12.5%
127,11355,83204,7767,2430,91,60670,19,225,1686,12983,70.7%,,8.0%,5.0%,41.6 minutes,30.7%,55.3%,2.2%,6.1%,5.7%
128,11361,29742,13355,1027,17,10093,5,65,394,3650,89.8%,,17.9%,5.1%,40.7 minutes,31.7%,53.1%,2.0%,6.1%,7.1%
129,11362,18459,9243,253,9,6640,2,42,214,1420,92.3%,,21.8%,4.0%,41.0 minutes,30.0%,53.7%,1.5%,7.4%,7.4%
130,11363,7685,4009,70,6,2179,0,27,94,603,96.6%,,23.3%,4.7%,40.6 minutes,26.5%,60.8%,0.7%,5.7%,6.3%
131,11364,35571,14155,733,15,16202,5,71,486,2888,90.3%,,19.0%,3.9%,44.9 minutes,28.0%,55.9%,1.3%,6.3%,8.5%
132,11365,45256,14064,3421,50,17532,11,150,930,6094,87.4%,,15.7%,7.4%,45.1 minutes,29.8%,55.6%,1.0%,7.2%,6.5%
133,11366,14243,5395,776,36,5434,12,52,287,1540,90.6%,,19.2%,5.7%,43.6 minutes,33.2%,55.4%,1.6%,5.3%,4.5%
134,11368,114602,5777,10411,197,10834,14,632,973,81093,60.3%,,3.5%,4.8%,43.8 minutes,44.2%,40.9%,4.0%,4.1%,6.8%
135,11369,38365,2779,6640,78,3356,15,258,516,24973,76.5%,,6.4%,6.1%,44.4 minutes,41.8%,42.9%,3.1%,4.9%,7.3%
136,11372,65028,12397,1189,81,13562,9,309,994,38095,75.2%,,10.0%,4.4%,40.6 minutes,43.7%,38.3%,3.3%,5.1%,9.6%
137,11373,98001,7292,1257,149,47216,30,373,1728,42775,73.1%,,8.3%,4.8%,43.5 minutes,37.9%,48.4%,2.5%,5.1%,6.2%
138,11374,43777,22714,1077,48,11579,15,198,965,7004,91.2%,,19.4%,4.8%,42.4 minutes,33.8%,48.5%,2.3%,7.4%,8.0%
139,11375,72179,39548,1779,53,17296,14,297,1420,8326,95.0%,,28.9%,4.2%,43.3 minutes,30.5%,52.5%,1.7%,7.2%,8.2%
140,11377,92186,18670,2238,155,32711,15,430,1866,33745,75.5%,,9.1%,4.5%,38.4 minutes,42.9%,43.4%,2.0%,5.2%,6.6%
141,11378,33747,21038,314,40,3570,1,129,272,9617,86.3%,,9.3%,5.4%,41.7 minutes,35.1%,48.9%,2.1%,5.8%,8.0%
142,11385,104854,45996,1693,155,6236,24,276,1046,43166,82.0%,,8.3%,4.7%,39.5 minutes,40.4%,45.0%,2.5%,5.2%,7.0%
143,11414,28652,20069,413,28,923,5,62,249,4399,84.9%,,9.5%,5.8%,42.4 minutes,31.9%,50.9%,2.0%,7.2%,8.1%
144,11415,19584,9679,1214,24,3213,10,153,558,4490,91.6%,,20.1%,3.8%,43.9 minutes,37.3%,47.2%,1.4%,6.0%,8.2%
145,11417,32197,7482,2177,233,5838,30,1393,1518,10296,77.8%,,7.7%,7.9%,45.9 minutes,36.0%,49.8%,1.9%,5.3%,7.0%
146,11418,40480,6755,3247,227,7477,65,1353,1661,15471,75.7%,,9.2%,6.6%,45.0 minutes,38.8%,48.4%,2.8%,4.1%,6.0%
147,11419,52382,2225,8021,718,15511,88,5162,5886,9600,72.0%,,4.2%,7.6%,46.6 minutes,38.5%,49.2%,2.1%,4.6%,5.7%
148,11420,51274,3167,13611,548,8810,79,4420,3854,9865,73.8%,,4.6%,8.5%,48.2 minutes,37.3%,46.3%,3.0%,5.6%,7.8%
149,11422,33887,1475,24740,97,628,0,255,573,2657,89.0%,,10.4%,4.8%,51.1 minutes,42.8%,38.1%,4.0%,4.9%,10.3%
150,11426,20277,6582,904,39,6257,1,300,664,2843,89.5%,,16.3%,4.7%,44.2 minutes,28.9%,59.6%,2.0%,4.8%,4.7%
151,11427,23270,4605,5374,100,7567,48,954,949,3996,86.8%,,12.8%,5.2%,46.4 minutes,33.4%,52.5%,1.9%,5.8%,6.4%
152,11434,67229,708,50655,206,897,21,481,1301,4860,86.2%,,7.5%,7.5%,48.7 minutes,47.2%,32.5%,3.8%,6.3%,10.2%
153,11435,58453,7646,13810,336,10474,76,1736,2091,17518,78.1%,,9.9%,9.8%,47.3 minutes,40.6%,46.0%,2.2%,5.5%,5.7%
154,11501,19538,13766,325,13,1582,1,138,227,3096,88.9%,,18.9%,2.7%,30.3 minutes,31.3%,54.0%,1.5%,5.3%,7.9%
155,11516,7834,6303,151,2,278,0,45,56,721,97.7%,,29.9%,5.2%,38.4 minutes,33.8%,56.3%,1.4%,4.5%,4.1%
156,11518,10338,9321,113,4,210,2,9,70,820,97.8%,,21.1%,5.1%,35.8 minutes,33.0%,54.3%,0.9%,6.4%,5.4%
157,11520,44323,10121,13502,95,670,9,175,721,18048,81.2%,,11.8%,5.2%,31.7 minutes,42.0%,40.9%,3.0%,6.0%,8.0%
158,11530,28871,24196,425,6,1009,1,33,252,1351,99.1%,,33.3%,3.9%,37.2 minutes,30.4%,58.8%,0.6%,6.2%,4.0%
159,11552,24767,13216,4976,33,1214,3,103,402,3669,90.6%,,16.9%,5.8%,36.7 minutes,35.2%,50.0%,2.0%,6.3%,6.5%
160,11558,8442,6262,90,5,200,0,40,85,1688,89.8%,,13.9%,5.0%,33.7 minutes,32.7%,51.3%,1.5%,5.7%,8.8%
161,11561,38082,28842,1982,43,931,12,175,439,4856,95.7%,,23.9%,5.1%,41.1 minutes,36.5%,43.0%,1.8%,6.3%,12.4%
162,11563,22874,17810,698,8,978,0,75,248,2849,93.8%,,17.8%,5.0%,38.7 minutes,29.3%,53.4%,2.0%,7.7%,7.6%
163,11569,1246,1327,6,0,16,0,1,7,41,100.2%,,20.3%,1.0%,39.8 minutes,24.5%,59.0%,4.0%,7.3%,5.2%
164,11570,27856,20854,2304,19,523,5,37,314,2590,96.6%,,30.2%,4.4%,38.5 minutes,33.0%,53.0%,1.7%,6.0%,6.3%
165,11572,29715,26267,336,9,843,1,70,219,2829,95.0%,,19.5%,4.0%,35.8 minutes,29.5%,57.8%,1.0%,6.5%,5.2%
166,11581,21713,12583,2546,17,2305,9,203,301,2880,93.3%,,20.4%,8.5%,41.6 minutes,29.7%,55.1%,1.0%,6.6%,7.7%
167,11596,10836,8328,65,4,1355,6,18,131,573,95.0%,,27.9%,3.8%,33.9 minutes,31.2%,56.6%,0.8%,5.3%,6.1%
168,11694,21523,15506,1621,13,505,7,50,186,2520,89.9%,,17.5%,5.2%,47.6 minutes,33.3%,47.9%,3.9%,7.1%,7.8%
169,11697,3984,3939,5,2,24,1,4,16,88,97.9%,,21.8%,3.1%,42.8 minutes,28.0%,58.5%,1.7%,7.3%,4.5%
170,11954,3560,2644,74,4,30,2,5,30,537,94.1%,,9.8%,3.5%,21.8 minutes,26.5%,60.9%,0.0%,9.3%,3.3%
171,12401,35158,25847,3537,85,627,9,72,1037,3826,85.6%,,11.9%,7.1%,24.2 minutes,35.0%,42.8%,3.0%,7.9%,11.3%
172,12477,18990,16942,315,43,208,2,18,336,923,91.4%,,11.1%,7.3%,25.5 minutes,34.0%,46.6%,1.7%,7.3%,10.4%
173,12571,10073,9028,128,17,179,1,20,112,433,94.7%,,21.7%,3.7%,28.8 minutes,28.4%,55.4%,2.1%,5.3%,8.8%
174,12572,9053,8165,233,10,148,4,12,94,457,94.1%,,26.0%,4.2%,29.7 minutes,25.6%,53.6%,1.9%,9.3%,9.6%
175,13501,38926,23426,5740,63,3931,6,57,1016,4307,77.0%,,7.9%,9.3%,19.3 minutes,42.0%,37.8%,2.1%,8.1%,10.0%
176,13502,32834,25828,3228,64,786,11,47,899,2394,87.4%,,7.6%,7.7%,16.9 minutes,40.5%,39.0%,2.3%,6.9%,11.2%
177,14031,10213,9020,54,15,121,2,9,64,107,97.6%,,22.5%,3.9%,21.4 minutes,27.9%,54.2%,1.6%,7.4%,8.9%
178,14051,20396,17031,422,24,1399,5,31,274,347,97.1%,,35.9%,1.5%,22.2 minutes,23.1%,64.1%,1.1%,5.1%,6.6%
