,name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,Zipcode,Zip code population in 2016,White population,Black population,American Indian population,Asian population,Native Hawaiian and Other Pacific Islander population,Some other race population,Two or more races population,Hispanic or Latino population,High school or higher,Bachelor's degree or higher,Graduate or professional degree,Unemployed,Mean travel time to work (commute),Never married,Now married,Separated,Widowed,Divorced
4781,Michael's of Brooklyn,40.607633,-73.9428922,False,11229.0,Brooklyn,NY,$$$,4.0,https://www.yelp.com/biz/michaels-of-brooklyn-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,181,[],italian,uYHN9Vw3V1ajDGRnNDtbYw,Michael’s of Brooklyn,Italian,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,"Valet, Private Lot",,Yes,Yes,Yes,Free,,"Romantic, Classy",Dressy,Average,,2.0,,1.0,12.0,,37.0,,,3.0,,1.0,6.0,,,,,,11229.0,84103.0,53799.0,3937.0,51.0,14532.0,9.0,185.0,1054.0,6451.0,85.3%,,15.3%,6.4%,45.4 minutes,31.0%,53.1%,1.9%,7.0%,7.0%
4782,Sahara Restaurant & Catering,40.600014,-73.96132,False,11223.0,Brooklyn,NY,$$,3.0,https://www.yelp.com/biz/sahara-restaurant-and-catering-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,348,"['delivery', 'pickup']",mediterranean,xGdRgo6uc2aFSRUVPzVF0g,Sahara Restaurant & Catering,Mediterranean,$11-30,$11-30,"
                                A
                            ",69,44,67,76,93,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,,20.0,6.0,6.0,30.0,,18.0,9.0,3.0,1.0,,,14.0,,1.0,2.0,,,11223.0,80873.0,47821.0,2834.0,73.0,16561.0,9.0,132.0,1019.0,10282.0,78.8%,,11.6%,7.3%,45.3 minutes,32.8%,51.9%,1.6%,6.4%,7.3%
4783,L & B Spumoni Gardens,40.59465941,-73.98151503,False,11223.0,Brooklyn,NY,$,4.0,https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3137,['delivery'],"pizza,italian",vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,"Pizza,Italian",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,Yes,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,,16.0,2.0,2.0,18.0,,18.0,8.0,1.0,,,,16.0,,2.0,3.0,,,11223.0,80873.0,47821.0,2834.0,73.0,16561.0,9.0,132.0,1019.0,10282.0,78.8%,,11.6%,7.3%,45.3 minutes,32.8%,51.9%,1.6%,6.4%,7.3%
4784,Vanka Cafe,40.5909668,-73.94014859999999,False,11235.0,Brooklyn,NY,$$,4.0,https://www.yelp.com/biz/vanka-cafe-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,67,[],"russian,cafes,mediterranean",tv_bPt2qM9Z71oj5VweoVw,Vanka Cafe,"Russian,Cafes,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,11.0,4.0,,6.0,,20.0,2.0,1.0,2.0,,,17.0,,,4.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4785,Tsob Tsobe,40.587834,-73.96003,False,11235.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/tsob-tsobe-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,147,"['delivery', 'pickup']",mediterranean,ump6kWtkh2uoKN6vciv5UQ,Tsob Tsobe,Mediterranean,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,,9.0,4.0,5.0,18.0,1.0,18.0,7.0,,4.0,,,11.0,,,1.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4786,La Casa Bella,40.590666,-73.991456,False,11214.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/la-casa-bella-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,210,[],"italian,pizza",dsgzaF4lODoOj1Mu1Cf_bQ,La Casa Bella,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",27,22,21,51,90,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,,,2.0,,,30.0,,2.0,3.0,,,15.0,,,,,,11214.0,93043.0,46107.0,779.0,65.0,28562.0,16.0,204.0,1074.0,11823.0,75.6%,,9.7%,6.0%,49.5 minutes,32.9%,52.3%,1.9%,6.3%,6.6%
4787,Baku Palace Restaurant,40.584057,-73.948181,False,11235.0,Brooklyn,NY,$$$,3.5,https://www.yelp.com/biz/baku-palace-restaurant-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,115,"['pickup', 'delivery']","russian,mideastern,modern_european",QLaXnQ_JU-SNrONvYnGNFQ,Baku Palace Restaurant,"Russian,Middle Eastern,Modern European",$31-60,$31-60,"
                                A
                            ",19,10,9,26,52,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,,Free,,Classy,Dressy,Average,,11.0,6.0,17.0,29.0,,18.0,12.0,1.0,3.0,,,15.0,3.0,,1.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4788,Patrizia's Of Sheepshead Bay,40.5838271,-73.94964819,False,11235.0,Brooklyn,NY,$$,4.0,https://www.yelp.com/biz/patrizias-of-sheepshead-bay-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,74,[],italian,GBxnLvHAbpv9YU4GWfkASw,Patrizia’s Of Sheepshead Bay,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Casual,Casual,,,16.0,8.0,15.0,33.0,1.0,22.0,14.0,1.0,5.0,,,18.0,3.0,,2.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4789,Next Door,40.5838814,-73.9480362,False,11235.0,Sheepshead Bay,NY,$$,3.5,https://www.yelp.com/biz/next-door-sheepshead-bay?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,138,['pickup'],italian,THKnKxcaYAW4ItT8HMZvhA,Next Door,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Average,,10.0,5.0,17.0,29.0,,17.0,12.0,1.0,3.0,,,13.0,2.0,,1.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4790,Randazzo's Clam Bar,40.5838863,-73.9478455,False,11235.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/randazzos-clam-bar-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,539,[],seafood,rlp1_EyRynmIDlJClhRNlQ,Randazzo’s Clam Bar,Seafood,$11-30,$11-30,"
                                A
                            ",58,55,78,194,154,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,,10.0,4.0,17.0,29.0,,17.0,11.0,1.0,3.0,,,13.0,2.0,,1.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4791,Opera Cafe & Lounge,40.58387000000001,-73.94463,False,11235.0,Brooklyn,NY,$$,4.0,https://www.yelp.com/biz/opera-cafe-and-lounge-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,517,['delivery'],"turkish,mediterranean,breakfast_brunch",g5RU0f6w4V7o4xjlKrDetA,Opera Cafe & Lounge,"Turkish,Mediterranean,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",48,38,56,152,225,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Classy,Casual,Average,,10.0,1.0,14.0,5.0,,13.0,5.0,,1.0,,,7.0,2.0,,1.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4792,Liman Restaurant,40.58356,-73.94114,False,11235.0,Brooklyn,NY,$$$,4.0,https://www.yelp.com/biz/liman-restaurant-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,250,[],"turkish,seafood,mediterranean",OhUwfEt_scdr6tiptSI8NQ,Liman Restaurant,"Turkish,Seafood,Mediterranean",$31-60,$31-60,"
                                A
                            ",34,13,29,65,110,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,,Casual,Average,,6.0,,8.0,3.0,,14.0,4.0,,1.0,,,5.0,1.0,,,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4793,Rocca Cafe Lounge,40.58354,-73.94086999999998,False,11235.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/rocca-cafe-lounge-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,345,"['pickup', 'delivery']","turkish,mediterranean,breakfast_brunch",XAWp4A8xJYaEX8TepS1xOg,Rocca Cafe Lounge,"Turkish,Mediterranean,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,,6.0,,7.0,2.0,,14.0,4.0,,1.0,,,5.0,1.0,,,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4794,Maria's Restaurant,40.58416,-73.93666999999998,False,11235.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/marias-restaurant-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,100,"['pickup', 'delivery']","italian,seafood",inI34xFWJoIGqw-NZwKitw,Maria’s Restaurant,"Italian,Seafood",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,,Casual,Quiet,,8.0,,2.0,,,23.0,2.0,,1.0,,,4.0,,,,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4795,il Fornetto,40.5835841,-73.9397077,False,11235.0,Brooklyn,NY,$$,4.0,https://www.yelp.com/biz/il-fornetto-brooklyn-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,295,"['pickup', 'delivery']","italian,seafood",JuHeNFYoeva_FDjmtj_vLw,il Fornetto,"Italian,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Valet, Street, Private Lot",,Yes,Yes,Yes,Free,,Classy,Casual,Average,,7.0,,7.0,,,17.0,4.0,,1.0,,,3.0,,,,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4796,Sachiko,40.5769452,-73.9658642,False,11235.0,Brooklyn,NY,$$,3.0,https://www.yelp.com/biz/sachiko-brooklyn?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,30,"['pickup', 'delivery']","newamerican,japanese,sushi",1V7TLHWs8FO7iHrRUBgNBA,Sachiko,"American (New),Japanese,Sushi Bars",$11-30,$11-30,"
                                A
                            ",7,5,5,8,5,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Divey,Casual,Average,,13.0,8.0,6.0,48.0,6.0,22.0,10.0,1.0,5.0,,1.0,19.0,2.0,2.0,6.0,,,11235.0,79359.0,58274.0,1492.0,82.0,10097.0,11.0,241.0,1035.0,7900.0,89.5%,,17.8%,6.3%,45.4 minutes,25.5%,53.6%,2.3%,9.6%,8.9%
4797,Gargiulo's,40.57641,-73.98244,False,11224.0,Brooklyn,NY,$$,3.5,https://www.yelp.com/biz/gargiulos-brooklyn-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,202,[],"italian,venues,seafood",VXyk19eG4B2I6noumvfHCw,Gargiulo’s,"Italian,Venues & Event Spaces,Seafood",$11-30,$11-30,"
                                A
                            ",35,16,19,36,96,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,No,Yes,Yes,Free,,Classy,Dressy,Average,,15.0,3.0,8.0,9.0,,27.0,5.0,4.0,3.0,,1.0,9.0,1.0,1.0,,,,11224.0,44067.0,24791.0,10604.0,84.0,2821.0,5.0,80.0,560.0,8676.0,81.3%,,14.2%,11.1%,47.2 minutes,35.7%,39.7%,4.0%,10.1%,10.4%
4798,Footprints Cafe,40.57562,-73.98321999999997,False,11224.0,Brooklyn,NY,$$,2.5,https://www.yelp.com/biz/footprints-cafe-brooklyn-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,327,[],"pubs,karaoke,newamerican",EKakzNWjXtZWeI4jqKO3xg,Footprints Cafe,"Pubs,Karaoke,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,Live,17.0,3.0,8.0,8.0,,28.0,5.0,4.0,3.0,,1.0,7.0,1.0,1.0,,,,11224.0,44067.0,24791.0,10604.0,84.0,2821.0,5.0,80.0,560.0,8676.0,81.3%,,14.2%,11.1%,47.2 minutes,35.7%,39.7%,4.0%,10.1%,10.4%
4799,Kitchen 21,40.572913,-73.987606,False,11224.0,Brooklyn,NY,$$$,3.0,https://www.yelp.com/biz/kitchen-21-brooklyn-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,167,[],"bars,newamerican",PnC2vFOBeM8PKxItIDMfYQ,Kitchen 21,"Bars,American (New)",$31-60,$31-60,"
                                A
                            ",41,36,23,26,41,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,No,Yes,No,,,Casual,Average,,7.0,2.0,1.0,5.0,,21.0,,,2.0,,,9.0,1.0,,1.0,,,11224.0,44067.0,24791.0,10604.0,84.0,2821.0,5.0,80.0,560.0,8676.0,81.3%,,14.2%,11.1%,47.2 minutes,35.7%,39.7%,4.0%,10.1%,10.4%
4800,The Phunky Elephant,40.61248,-74.06478,False,10305.0,Staten Island,NY,$$,3.5,https://www.yelp.com/biz/the-phunky-elephant-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,331,['restaurant_reservation'],"newamerican,gastropubs,cocktailbars",pjTkv5MBIPnakUGuFddPvg,The Phunky Elephant,"American (New),Gastropubs,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,,7.0,1.0,4.0,7.0,,9.0,1.0,1.0,2.0,,3.0,4.0,1.0,,,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4801,Bin 5,40.613335,-74.065258,False,10305.0,Staten Island,NY,$$$,4.5,https://www.yelp.com/biz/bin-5-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,278,[],"italian,cocktailbars",0O0DV4tKQkp2lS2wGcg_7A,Bin 5,"Italian,Cocktail Bars",$31-60,$31-60,"
                                B
                            ",8,5,16,45,204,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Intimate,Casual,Average,,7.0,1.0,4.0,9.0,,7.0,1.0,1.0,2.0,,3.0,6.0,1.0,,,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4802,Bayou,40.616771,-74.068443,False,10305.0,Staten Island,NY,$$,4.0,https://www.yelp.com/biz/bayou-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,347,[],"cajun,southern,diners",hmndKMvCwTzXSAPp4KmGYg,Bayou,"Cajun/Creole,Southern,Diners",$11-30,$11-30,"
                                A
                            ",12,12,39,113,171,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Romantic,,Average,,8.0,3.0,1.0,8.0,,12.0,1.0,1.0,2.0,,3.0,5.0,1.0,,3.0,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4803,Basilio Inn,40.597421,-74.0637572,False,10305.0,Staten Island,NY,$$,4.5,https://www.yelp.com/biz/basilio-inn-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,71,[],"italian,newamerican",TCPZLIG8mkX0iOD4K3_wAw,Basilio Inn,"Italian,American (New)",$11-30,$11-30,"
                                A
                            ",3,4,4,14,46,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,"Casual, Intimate",Casual,Quiet,,3.0,,1.0,3.0,,17.0,,,1.0,,,2.0,,,,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4804,Seaside Turkish Restaurant,40.59536,-74.06317,False,10305.0,Staten Island,NY,$$,3.0,https://www.yelp.com/biz/seaside-turkish-restaurant-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,112,"['delivery', 'pickup']","mediterranean,turkish",tX-KVSQZFgA_34LLYKfUhQ,Seaside Turkish Restaurant,"Mediterranean,Turkish",$11-30,$11-30,"
                                A
                            ",34,13,16,29,20,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,,3.0,,1.0,3.0,,14.0,,,,,,4.0,,,,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4805,Surf,40.62955688,-74.07334202,False,10304.0,Staten Island,NY,$$$$,4.0,https://www.yelp.com/biz/surf-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,149,[],"newamerican,cocktailbars,wine_bars",3rgdWZzPpcxeAMU7PXgoKw,Surf,"American (New),Cocktail Bars,Wine Bars",Above $61,Above $61,"
                                A
                            ",14,13,16,32,74,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,,12.0,4.0,6.0,13.0,,16.0,6.0,,2.0,1.0,1.0,3.0,,,2.0,,1.0,10304.0,42657.0,15902.0,11193.0,96.0,3980.0,0.0,133.0,683.0,10206.0,83.5%,,14.3%,5.1%,44.4 minutes,40.1%,44.2%,2.4%,7.5%,5.7%
4806,Italianissimo Restaurant,40.59856,-74.06565,False,10305.0,Staten Island,NY,$$$,4.0,https://www.yelp.com/biz/italianissimo-restaurant-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,46,[],italian,dxoCLppcryrHuCt7UUbIVw,Italianissimo Restaurant,Italian,$31-60,$31-60,"
                                A
                            ",3,1,5,15,22,Yes,Full Bar,,Yes,,,No,Valet,,Yes,Yes,,Free,,Classy,Dressy,Average,,4.0,,1.0,6.0,,18.0,,,1.0,,,9.0,,,,,,10305.0,42128.0,27751.0,1516.0,67.0,4473.0,27.0,114.0,608.0,7193.0,87.9%,,13.4%,5.5%,42.5 minutes,32.8%,50.9%,2.2%,6.8%,7.3%
4807,DaddyO's BBQ & Sports Bar,40.637464,-74.0754962,False,10301.0,Staten Island,NY,$$,3.5,https://www.yelp.com/biz/daddyos-bbq-and-sports-bar-staten-island-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,155,[],"bbq,sportsbars,tradamerican",nf-uyMpAyhF2zhF0DQF4xg,DaddyO’s BBQ & Sports Bar,"Barbeque,Sports Bars,American (Traditional)",$11-30,$11-30,"
                                A
                            ",27,13,19,27,70,Yes,Full Bar,,Yes,,,No,"Street, Private Lot",,Yes,Yes,Yes,No,,Casual,Casual,Average,,11.0,,8.0,11.0,1.0,22.0,3.0,3.0,4.0,,3.0,11.0,,,1.0,,1.0,10301.0,40085.0,17435.0,8624.0,91.0,2604.0,27.0,126.0,932.0,9867.0,86.1%,,16.7%,5.1%,46.0 minutes,42.7%,41.7%,2.2%,5.3%,8.1%
4808,Vida,40.62874,-74.0798,False,10304.0,Staten Island,NY,$$$,4.0,https://www.yelp.com/biz/vida-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,53,[],newamerican,q6H2tAtasVm44g3K5lAGew,Vida,American (New),$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Quiet,,11.0,3.0,6.0,15.0,,24.0,7.0,,2.0,1.0,1.0,4.0,1.0,,3.0,,1.0,10304.0,42657.0,15902.0,11193.0,96.0,3980.0,0.0,133.0,683.0,10206.0,83.5%,,14.3%,5.1%,44.4 minutes,40.1%,44.2%,2.4%,7.5%,5.7%
4809,Beso,40.64338255,-74.07691008,False,10301.0,Staten Island,NY,$$,4.0,https://www.yelp.com/biz/beso-staten-island?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,441,[],"spanish,tapas,bars",76B7-T4f1EdsQsoI0NM9Wg,Beso,"Spanish,Tapas Bars,Bars",$11-30,$11-30,"
                                A
                            ",34,24,43,146,195,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,Romantic,Casual,Average,,7.0,2.0,9.0,2.0,1.0,39.0,5.0,,1.0,,1.0,13.0,,,,,1.0,10301.0,40085.0,17435.0,8624.0,91.0,2604.0,27.0,126.0,932.0,9867.0,86.1%,,16.7%,5.1%,46.0 minutes,42.7%,41.7%,2.2%,5.3%,8.1%
