name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category_x,id,Name,category_y,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music,atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station
House of Siam,42.341409999999996,-71.08033,False,2118.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/house-of-siam-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,176,"['delivery', 'pickup']","thai,seafood",PygaMm6O5n1UDHrbnm7uBg,House of Siam,"Thai,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,,7.0,1.0,8.0,28.0,,23.0,13.0,4.0,2.0,,4.0,17.0,,1.0,3.0,,
Sorellina,42.34883672,-71.07790366,False,2116.0,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/sorellina-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,637,[],"italian,bars,salad",1hWZ0K2DOKZB9Xft08VZ9g,Sorellina,"Italian,Bars,Salad",Above $61,Above $61,,14,33,82,183,326,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,"Classy, Upscale",Dressy,Average,,52.0,31.0,41.0,60.0,5.0,19.0,35.0,,26.0,1.0,8.0,27.0,16.0,1.0,,,1.0
Lolita Cocina & Tequila Bar Back Bay,42.35058604,-71.07750847,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/lolita-cocina-and-tequila-bar-back-bay-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1778,[],"mexican,lounges,cocktailbars",u51e3gychuqBYNqe2xG6_w,Lolita Cocina & Tequila Bar Back Bay,"Mexican,Lounges,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Loud,,45.0,29.0,36.0,60.0,4.0,16.0,33.0,,30.0,,2.0,31.0,13.0,1.0,,,1.0
Fogo de ChÃ£o Brazilian Steakhouse,42.34880756,-71.0771622,False,2116.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,648,[],"brazilian,steak",3G3GvCsArfZrhoRrIYxDkw,Fogo de Chão Brazilian Steakhouse,"Brazilian,Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,Classy,Casual,Average,,51.0,31.0,36.0,60.0,5.0,18.0,35.0,,26.0,,8.0,25.0,15.0,1.0,,,1.0
Legal Sea Foods,42.34690284,-71.07746634,False,2116.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-32?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,505,[],seafood,Rr7rhulFCpGvO341g-EWVg,Legal Sea Foods,Seafood,$31-60,$31-60,,46,68,104,180,107,Yes,Full Bar,,No,,,No,"Garage, Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,,44.0,24.0,34.0,60.0,3.0,18.0,33.0,,21.0,,7.0,24.0,10.0,1.0,,,1.0
Thai Basil Restaurant,42.35092,-71.07669,False,2116.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/thai-basil-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,413,"['delivery', 'pickup']","thai,seafood,noodles",XWF0qtV3GxkgfdvAjwpfzQ,Thai Basil Restaurant,"Thai,Seafood,Noodles",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,,40.0,26.0,32.0,60.0,3.0,17.0,32.0,,33.0,,3.0,31.0,11.0,1.0,,,1.0
Redbones BBQ,42.39520645,-71.12236023,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/redbones-bbq-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1664,"['delivery', 'pickup']","bbq,bars,sandwiches",FmAIHFqUBNkCw3YBCRQLmQ,Redbones BBQ,"Barbeque,Bars,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,,Loud,,19.0,11.0,15.0,19.0,2.0,24.0,10.0,1.0,5.0,2.0,1.0,10.0,1.0,1.0,1.0,,
Petit Robert Bistro,42.34283,-71.07858,False,2118.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/petit-robert-bistro-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,374,"['delivery', 'pickup']","french,breakfast_brunch,wine_bars",XgJWwSXomuSblxFBE-AxpA,Petit Robert Bistro,"French,Breakfast & Brunch,Wine Bars",$11-30,$11-30,,34,45,58,123,114,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,,Casual,Average,,14.0,4.0,17.0,25.0,1.0,27.0,15.0,4.0,5.0,,6.0,16.0,4.0,1.0,2.0,,
Legal Sea Foods,42.32257,-71.17038000000001,False,2467.0,Chestnut Hill,MA,$$$,3.0,https://www.yelp.com/biz/legal-sea-foods-chestnut-hill-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,233,['delivery'],seafood,hewGudgB-tUk2ADWsUIHlg,Legal Sea Foods,Seafood,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,Yes,,No,,,Casual,Average,,10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,,
Giacomo's,42.34406,-71.077732,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/giacomos-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1126,[],"italian,seafood,wine_bars",q5HPp961WsjoVDaOmN8SwQ,Giacomo’s,"Italian,Seafood,Wine Bars",$11-30,$11-30,,0,0,0,0,0,No,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,,18.0,9.0,20.0,19.0,1.0,24.0,19.0,,9.0,,5.0,13.0,7.0,1.0,2.0,,1.0
Anchovies,42.343939,-71.077598,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/anchovies-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,349,[],"italian,bars,salad",EYMC8NHn6U-4WpLo54dQtw,Anchovies,"Italian,Bars,Salad",$11-30,$11-30,,20,21,35,139,134,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,"Divey, Casual",Casual,Average,,15.0,8.0,20.0,18.0,1.0,25.0,18.0,,7.0,,5.0,11.0,6.0,1.0,2.0,,1.0
Gaya Pizzeria,42.38452,-71.09302,False,2143.0,Somerville,MA,$,4.5,https://www.yelp.com/biz/gaya-pizzeria-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,56,"['pickup', 'delivery']","pizza,italian",uCN25MmdW27fZ2UJQ-tU4Q,Gaya Pizzeria,"Pizza,Italian",Under $10,Under $10,,0,2,2,7,45,Yes,No,,Yes,,No,No,Street,,Yes,No,Yes,Free,,,Casual,Quiet,,,,,2.0,,24.0,1.0,1.0,3.0,,1.0,3.0,,,,,
Foundry on Elm,42.39564,-71.12165999999999,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/foundry-on-elm-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,726,[],"bars,gastropubs,newamerican",9-KBO2jGuvMCrM88ysDLTA,Foundry on Elm,"Bars,Gastropubs,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Trendy,Casual,Average,,18.0,10.0,14.0,14.0,2.0,25.0,10.0,1.0,5.0,2.0,1.0,11.0,1.0,1.0,1.0,,
Greek Corner Restaurant,42.39648943,-71.12948206,False,2140.0,Cambridge,MA,$$,4.0,https://www.yelp.com/biz/greek-corner-restaurant-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,600,"['pickup', 'delivery']","greek,mediterranean",u0CvoJ_bAx5SCSiI_meUOQ,Greek Corner Restaurant,"Greek,Mediterranean",$11-30,$11-30,,31,35,56,244,235,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,,4.0,2.0,3.0,7.0,,14.0,3.0,,1.0,,,9.0,,,1.0,,
Five Horses Tavern,42.39567,-71.1208599,False,2144.0,Somerville,MA,$$,3.5,https://www.yelp.com/biz/five-horses-tavern-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,695,[],"beerbar,newamerican,tacos",nq902iEwTCZv-EzZV2wHQA,Five Horses Tavern,"Beer Bar,American (New),Tacos",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,,17.0,9.0,14.0,13.0,3.0,19.0,10.0,,5.0,2.0,1.0,10.0,1.0,1.0,,,
Davio's Chestnut Hill,42.32251399,-71.17025011,False,2467.0,Chestnut Hill,MA,$$$,3.5,https://www.yelp.com/biz/davios-chestnut-hill-chestnut-hill-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,107,"['pickup', 'delivery']","italian,steak,gluten_free",9LPokpPIiNCC5ilJXwX_rQ,Davio’s Chestnut Hill,"Italian,Steakhouses,Gluten-Free",$31-60,$31-60,,14,20,11,31,33,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Upscale,,Average,,10.0,6.0,5.0,6.0,,2.0,3.0,1.0,6.0,1.0,,1.0,3.0,,,,
The Talk,42.36699,-71.18738,False,2472.0,Watertown,MA,$$,3.5,https://www.yelp.com/biz/the-talk-watertown-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,278,"['pickup', 'delivery']","tradamerican,italian",9jlK2GUXrk40TbN1yTSMJw,The Talk,"American (Traditional),Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,,Casual,Average,,11.0,7.0,2.0,19.0,1.0,16.0,3.0,2.0,8.0,,2.0,8.0,,,,,
Coda,42.346239399999995,-71.0750068,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/coda-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,559,[],"newamerican,burgers,cocktailbars",#NAME?,El Centro DF,"Mexican,Bars",$11-30,$11-30,"
                                95 out of 100
                            ",156,128,207,393,379,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Loud,,141.0,78.0,154.0,114.0,7.0,112.0,95.0,17.0,41.0,5.0,16.0,63.0,21.0,2.0,1.0,1.0,1.0
Post 390,42.34886388,-71.0740035,False,2116.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/post-390-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,614,['delivery'],"bars,newamerican",nlnWODemnfzut10tzC5x3A,Post 390,"Bars,American (New)",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,No,Yes,Yes,Free,,Trendy,Casual,Average,,36.0,25.0,34.0,60.0,3.0,25.0,32.0,,34.0,,2.0,27.0,12.0,1.0,,,1.0
The Table at Season to Taste,42.3983409,-71.1310318,False,2140.0,Cambridge,MA,$$$$,4.5,https://www.yelp.com/biz/the-table-at-season-to-taste-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,154,[],newamerican,WkjIWu8rIpAAUhnqsuik9w,The Table at Season to Taste,American (New),Above $61,Above $61,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Intimate,Casual,Average,,4.0,2.0,2.0,6.0,,9.0,1.0,2.0,1.0,,,8.0,,,,,
The Brahmin,42.3484325,-71.0731806,False,2116.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/the-brahmin-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,371,['delivery'],"newamerican,cocktailbars",vCaaXCYqpBsxJy2kBR67IA,The Brahmin,"American (New),Cocktail Bars",$11-30,$11-30,,65,55,67,92,93,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Street",,Yes,Yes,,Free,,Trendy,Dressy,Loud,DJ,40.0,25.0,36.0,60.0,3.0,29.0,27.0,,33.0,1.0,2.0,33.0,12.0,1.0,,,1.0
FiRE + iCE  Grill + Bar,42.35066,-71.07249,False,2116.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/fire-ice-grill-bar-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,621,[],"mongolian,tradamerican,cocktailbars",dz2OSto01aMIWkGHXd8lOg,FiRE + iCE  Grill + Bar,"Mongolian,American (Traditional),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Street",,No,Yes,,Free,,Casual,Casual,Loud,,36.0,23.0,29.0,60.0,3.0,26.0,25.0,,30.0,,4.0,33.0,7.0,1.0,,,1.0
Mistral,42.34815783,-71.07275914,False,2116.0,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/mistral-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,895,[],french,VH0Ib9S3E-dxbQdQC4rffg,Mistral,French,Above $61,Above $61,,24,45,112,248,466,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,,44.0,28.0,40.0,60.0,3.0,30.0,24.0,,33.0,1.0,2.0,30.0,12.0,1.0,,,1.0
Delux CafÃ©,42.34628,-71.07289,False,2116.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/delux-caf%C3%A9-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,295,[],"bars,tradamerican",zZ7roMv_c8R4slTMPPdkng,Delux Café,"Bars,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,No,Full Bar,,No,,,No,Street,,Yes,No,,No,,"Divey, Hipster, Casual",Casual,Average,Juke Box,28.0,16.0,36.0,12.0,3.0,30.0,17.0,,12.0,1.0,1.0,18.0,6.0,1.0,1.0,,1.0
Grill 23 & Bar,42.34942187,-71.07205006,False,2116.0,Boston,MA,$$$$,4.0,https://www.yelp.com/biz/grill-23-and-bar-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,913,[],"seafood,steak,wine_bars",_98MfEQ67r9-V78gmy8_Pg,Grill 23 & Bar,"Seafood,Steakhouses,Wine Bars",Above $61,Above $61,,57,95,124,255,384,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,Free,,"Classy, Upscale",Dressy,Average,,38.0,23.0,34.0,60.0,3.0,29.0,26.0,,32.0,,2.0,26.0,7.0,1.0,,,1.0
Toro,42.33696319,-71.07589408,False,2118.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/toro-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1932,[],"tapas,spanish,cocktailbars",NYa-JphaaB41ElGsb3iawA,Toro,"Tapas Bars,Spanish,Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,No,,Free,,Trendy,Casual,Loud,,13.0,3.0,5.0,11.0,,38.0,8.0,1.0,7.0,,,17.0,1.0,,2.0,,
75 Chestnut,42.35695,-71.07096999999999,False,2108.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/75-chestnut-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,431,[],"newamerican,diners,steak",qVNYCZi2ofv-oe293JsYkg,75 Chestnut,"American (New),Diners,Steakhouses",$11-30,$11-30,,15,42,70,163,142,Yes,Full Bar,,Yes,,No,No,"Valet, Garage, Street",,Yes,Yes,Yes,Free,,Intimate,,Average,,7.0,3.0,8.0,19.0,,2.0,9.0,,5.0,,7.0,8.0,1.0,1.0,,,
Stephi's on Tremont,42.3436382,-71.07257,False,2118.0,Boston,MA,$$,3.5,https://www.yelp.com/biz/stephis-on-tremont-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,459,['delivery'],"newamerican,comfortfood,bars",G2qQ72XEMVW4A9SNDHGwOg,Stephi’s on Tremont,"American (New),Comfort Food,Bars",$11-30,$11-30,,45,56,81,169,109,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Average,,16.0,8.0,24.0,22.0,3.0,29.0,9.0,,6.0,1.0,,16.0,1.0,1.0,3.0,,1.0
Da Vinci,42.3493148,-71.07075999999999,False,2116.0,Boston,MA,$$$,4.5,https://www.yelp.com/biz/da-vinci-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,391,['delivery'],italian,gCsidBqhALICug9E2AphCw,Da Vinci,Italian,$31-60,$31-60,,12,24,34,101,220,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,No,,"Romantic, Classy",Dressy,Average,,33.0,21.0,35.0,43.0,2.0,31.0,26.0,,29.0,,5.0,32.0,8.0,1.0,,,1.0
The Paramount,42.357291,-71.070088,False,2114.0,Boston,MA,$$,4.0,https://www.yelp.com/biz/the-paramount-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1458,[],"breakfast_brunch,newamerican,sandwiches",sRNcBkZrs2bOrijfElHVyQ,The Paramount,"Breakfast & Brunch,American (New),Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,,Average,,11.0,4.0,8.0,15.0,,2.0,8.0,,6.0,,8.0,9.0,1.0,1.0,,,
The Butcher Shop,42.343759999999996,-71.071454,False,2118.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/the-butcher-shop-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,481,[],"steak,butcher,modern_european",5LEP8Rcb4_To8amoZodtow,The Butcher Shop,"Steakhouses,Butcher,Modern European",$31-60,$31-60,,27,46,79,178,152,Yes,Beer & Wine Only,,No,,,No,"Valet, Street",,Yes,Yes,,No,,Trendy,Casual,Average,,17.0,9.0,28.0,22.0,4.0,32.0,11.0,,9.0,1.0,1.0,17.0,1.0,,4.0,,
Toscano Restaurant,42.35740838,-71.06984731,False,2114.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/toscano-restaurant-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,456,[],italian,CB0KEBdcItjSDMOkcv7QtA,Toscano Restaurant,Italian,$31-60,$31-60,,17,29,61,127,224,Yes,Full Bar,,No,,,No,,,Yes,Yes,,No,,Classy,Dressy,Average,,11.0,5.0,8.0,15.0,,2.0,9.0,,6.0,,9.0,9.0,1.0,1.0,,,
Bin 26 Enoteca,42.35679973,-71.06978416,False,2114.0,Boston,MA,$$$,3.5,https://www.yelp.com/biz/bin-26-enoteca-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,243,[],"italian,wine_bars",nBG0C0J7bnBnUMB39F5O-A,Bin 26 Enoteca,"Italian,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,"Valet, Street",,Yes,Yes,,Free,,Classy,Casual,Average,,10.0,4.0,8.0,18.0,,2.0,9.0,,6.0,,6.0,8.0,1.0,1.0,,,
B&G Oysters,42.34388,-71.07123,False,2116.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/b-and-g-oysters-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,952,[],"seafood,wine_bars",mxjVk5rvPNhzYe_vt3OSQA,B&G Oysters,"Seafood,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,No,Yes,,No,,,Casual,Average,,17.0,9.0,29.0,21.0,4.0,32.0,11.0,,9.0,1.0,1.0,17.0,1.0,,4.0,,
CLINK.,42.362238,-71.070537,False,2114.0,Boston,MA,$$$,3.0,https://www.yelp.com/biz/clink-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,367,[],"newamerican,lounges",DkuCJwpeiGhW41EEcOKweg,CLINK.,"American (New),Lounges",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,Valet,,No,Yes,Yes,No,,Trendy,Dressy,Average,,12.0,4.0,10.0,15.0,,,8.0,,5.0,,3.0,8.0,2.0,1.0,1.0,,
Stella,42.339940000000006,-71.0725,False,2118.0,Boston,MA,$$$,4.0,https://www.yelp.com/biz/stella-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,761,[],"italian,wine_bars",MjpH-uP90jTUp_KqAOiBJg,Stella,"Italian,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Trendy,Casual,Average,,10.0,7.0,17.0,17.0,3.0,34.0,9.0,,9.0,,1.0,22.0,1.0,,3.0,,
Barcelona Wine Bar South End,42.34493551,-71.07054364,False,2116.0,Boston,MA,$$,4.5,https://www.yelp.com/biz/barcelona-wine-bar-south-end-boston-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,862,[],"spanish,wine_bars,tapasmallplates",mP1EdIafQKMuOm9O4PzAfA,Barcelona Wine Bar South End,"Spanish,Wine Bars,Tapas/Small Plates",$11-30,$11-30,,22,32,69,208,529,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Trendy,Casual,Average,,20.0,11.0,31.0,18.0,3.0,32.0,12.0,,7.0,1.0,1.0,18.0,2.0,,4.0,,
Seasons 52,42.31979123,-71.17530795,False,2467.0,Chestnut Hill,MA,$$,3.0,https://www.yelp.com/biz/seasons-52-chestnut-hill?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,289,[],"newamerican,wine_bars,seafood",Mj9P_ON9YPDmFV4GJXYYYA,Seasons 52,"American (New),Wine Bars,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Valet,,Yes,Yes,,Free,,,Casual,Average,Live,2.0,2.0,5.0,6.0,,2.0,2.0,,7.0,1.0,,,4.0,,1.0,,
MJ O'Connor's Irish Pub,42.35115977,-71.06891883,False,2116.0,Boston,MA,$$,3.0,https://www.yelp.com/biz/mj-o-connors-irish-pub-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,220,[],"tradamerican,irish_pubs",uMZoY7AyG08rnN-YiQN7fA,MJ O’Connor’s Irish Pub,"American (Traditional),Irish Pub",$11-30,$11-30,,33,38,57,59,33,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,,28.0,15.0,43.0,38.0,3.0,23.0,23.0,,21.0,2.0,4.0,32.0,7.0,1.0,,,
